source_log,phase,fold,epoch,total_epochs,steps,epoch_seconds,ms_per_step,auc,hard_accuracy,loss,precision,recall,val_auc,val_hard_accuracy,val_loss,val_precision,val_recall,learning_rate
phase1-fold3.txt,phase1_cv,3,67,100,976,271,277,0.9676,0.9903,0.0069,0.9967,0.8917,0.9394,0.8264,0.0572,0.8894,0.7437,0.00099961
phase1-fold3.txt,phase1_cv,3,68,100,976,273,280,0.9664,0.9906,0.0068,0.997,0.8916,0.955,0.859,0.0505,0.9078,0.7979,0.00099846
phase1-fold3.txt,phase1_cv,3,69,100,976,270,276,0.9662,0.9908,0.0067,0.9969,0.8908,0.9429,0.8176,0.0547,0.8894,0.7235,0.00099654
phase1-fold3.txt,phase1_cv,3,70,100,976,270,277,0.9669,0.9906,0.0067,0.9971,0.8899,0.952,0.8472,0.0582,0.9119,0.7671,0.00099385
phase1-fold3.txt,phase1_cv,3,71,100,976,276,282,0.9666,0.9909,0.0066,0.9974,0.8898,0.9287,0.818,0.0703,0.8829,0.7314,0.0009904
phase1-fold3.txt,phase1_cv,3,72,100,976,272,279,0.9666,0.9907,0.0067,0.9971,0.8894,0.9132,0.8312,0.0706,0.8348,0.8241,0.0009862
phase1-fold3.txt,phase1_cv,3,73,100,976,270,276,0.9673,0.9911,0.0065,0.9975,0.891,0.9345,0.8345,0.0579,0.873,0.7813,0.00098125
phase1-fold3.txt,phase1_cv,3,74,100,976,270,277,0.9678,0.9909,0.0066,0.9975,0.8899,0.9521,0.8563,0.0471,0.8919,0.8093,0.00097555
phase1-fold3.txt,phase1_cv,3,75,100,976,269,275,0.9672,0.9915,0.0064,0.9974,0.8922,0.9436,0.8519,0.0544,0.8831,0.8097,0.00096913
phase1-fold3.txt,phase1_cv,3,76,100,976,272,278,0.9664,0.9912,0.0064,0.9973,0.89,0.9407,0.865,0.0532,0.8828,0.8405,0.00096198
phase1-fold3.txt,phase1_cv,3,77,100,976,271,277,0.9671,0.9918,0.0063,0.9975,0.8917,0.9222,0.7859,0.0872,0.8622,0.6784,0.00095412
phase1-fold3.txt,phase1_cv,3,78,100,976,274,281,0.9672,0.9918,0.0063,0.9975,0.8902,0.9338,0.8205,0.072,0.8817,0.7385,0.00094556
phase1-fold3.txt,phase1_cv,3,79,100,976,269,276,0.9664,0.9918,0.0063,0.9975,0.8908,0.8942,0.8074,0.0943,0.8202,0.7854,0.00093631
phase1-fold3.txt,phase1_cv,3,80,100,976,272,279,0.9671,0.9919,0.0062,0.9977,0.8919,0.9102,0.7916,0.0887,0.8409,0.7171,0.00092639
phase1-fold3.txt,phase1_cv,3,81,100,976,271,278,0.9675,0.9915,0.0063,0.9974,0.8925,0.8968,0.7989,0.0964,0.8335,0.7447,0.00091582
phase1-fold3.txt,phase1_cv,3,82,100,976,272,279,0.9672,0.9922,0.006,0.9976,0.8931,0.9226,0.825,0.0666,0.8607,0.7738,0.0009046
phase1-fold3.txt,phase1_cv,3,83,100,976,269,276,0.9673,0.9926,0.0059,0.998,0.8915,0.9316,0.8208,0.0615,0.8704,0.752,0.00089277
phase1-fold3.txt,phase1_cv,3,84,100,976,271,277,0.9672,0.9923,0.0061,0.9979,0.8916,0.9331,0.8656,0.0609,0.8535,0.8812,0.00088032
phase1-fold3.txt,phase1_cv,3,85,100,976,269,275,0.9667,0.9925,0.006,0.9979,0.8913,0.9465,0.8607,0.0528,0.8874,0.8249,0.00086729
phase1-fold3.txt,phase1_cv,3,86,100,976,271,278,0.9677,0.9926,0.0058,0.9981,0.8922,0.9281,0.794,0.0775,0.8826,0.6762,0.0008537
phase1-fold3.txt,phase1_cv,3,87,100,976,269,276,0.9682,0.9925,0.0059,0.998,0.8928,0.9154,0.7555,0.1008,0.8599,0.608,0.00083956
phase1-fold3.txt,phase1_cv,3,88,100,976,271,277,0.9673,0.9925,0.0059,0.9982,0.8919,0.9288,0.7869,0.0741,0.8764,0.6658,0.0008249
phase1-fold3.txt,phase1_cv,3,89,100,976,269,275,0.967,0.9926,0.0058,0.998,0.8911,0.9308,0.8157,0.0701,0.8769,0.7327,0.00080974
phase1-fold3.txt,phase1_cv,3,90,100,976,274,281,0.9675,0.993,0.0057,0.9981,0.8934,0.9165,0.8141,0.0808,0.8587,0.7499,0.0007941
phase1-fold3.txt,phase1_cv,3,91,100,976,274,281,0.9674,0.9928,0.0057,0.9979,0.893,0.9239,0.8286,0.0661,0.8532,0.7921,0.00077801
phase1-fold3.txt,phase1_cv,3,92,100,976,274,281,0.967,0.993,0.0057,0.9983,0.892,0.9357,0.8228,0.0631,0.8771,0.7489,0.00076149
phase1-fold3.txt,phase1_cv,3,93,100,976,273,280,0.9672,0.993,0.0057,0.9981,0.8932,0.9294,0.8292,0.0653,0.8746,0.7667,0.00074457
phase2.txt,phase2_final,,1,100,1198,353,283,0.5998,0.5942,0.1251,0.7013,0.4221,0.7131,0.6327,0.0971,0.7721,0.3614,1e-06
phase2.txt,phase2_final,,2,100,1198,331,276,0.921,0.8884,0.0418,0.9187,0.8262,0.8643,0.8294,0.0969,0.9527,0.6879,0.0002008
phase2.txt,phase2_final,,3,100,1198,337,281,0.9488,0.9339,0.0271,0.9498,0.8696,0.861,0.8167,0.1002,0.9674,0.6499,0.0004006
phase2.txt,phase2_final,,4,100,1198,338,282,0.9577,0.9492,0.0214,0.964,0.8767,0.8751,0.8311,0.1095,0.975,0.6745,0.0006004
phase2.txt,phase2_final,,5,100,1198,346,289,0.9609,0.9588,0.018,0.9729,0.8787,0.8663,0.8333,0.0863,0.968,0.6844,0.0008002
phase2.txt,phase2_final,,6,100,1198,341,285,0.9622,0.9649,0.0161,0.9782,0.8791,0.8571,0.816,0.1266,0.9646,0.6505,0.001
phase2.txt,phase2_final,,7,100,1198,339,283,0.9636,0.9702,0.0142,0.983,0.881,0.8318,0.7664,0.1109,0.9214,0.5751,0.00099385
phase2.txt,phase2_final,,8,100,1198,343,286,0.9639,0.9733,0.0133,0.9855,0.8822,0.9002,0.8182,0.1073,0.9722,0.6496,0.00097555
phase2.txt,phase2_final,,9,100,1198,338,282,0.9652,0.9756,0.0124,0.9872,0.8849,0.8895,0.8029,0.1176,0.9462,0.6363,0.00094556
phase2.txt,phase2_final,,10,100,1198,387,287,0.9659,0.9779,0.0115,0.989,0.884,0.906,0.7957,0.1539,0.9738,0.6017,0.0009046
phase2.txt,phase2_final,,11,100,1198,343,286,0.9659,0.98,0.0109,0.9908,0.8847,0.8956,0.7699,0.1142,0.9628,0.5545,0.0008537
phase2.txt,phase2_final,,12,100,1198,381,285,0.9665,0.9814,0.0104,0.9918,0.8868,0.8885,0.7835,0.1462,0.9671,0.5805,0.0007941
phase2.txt,phase2_final,,13,100,1198,391,293,0.9669,0.9824,0.0099,0.9927,0.8869,0.8567,0.8013,0.0967,0.9362,0.6404,0.00072727
phase2.txt,phase2_final,,14,100,1198,343,286,0.9664,0.9836,0.0094,0.9936,0.8853,0.9091,0.8295,0.1246,0.9622,0.6808,0.00065485
phase2.txt,phase2_final,,15,100,1198,343,286,0.9672,0.9845,0.0092,0.9943,0.8864,0.8875,0.7948,0.1416,0.9645,0.6058,0.00057864
phase2.txt,phase2_final,,16,100,1198,358,299,0.9677,0.9857,0.0087,0.9946,0.8887,0.9004,0.7974,0.1254,0.9701,0.6076,0.0005005
phase2.txt,phase2_final,,17,100,1198,342,285,0.9668,0.9868,0.0083,0.9953,0.8877,0.8934,0.8136,0.1332,0.9714,0.6407,0.00042236
phase2.txt,phase2_final,,18,100,1198,382,285,0.9675,0.9876,0.008,0.9958,0.8896,0.8861,0.7919,0.1354,0.9616,0.6017,0.00034615
phase2.txt,phase2_final,,19,100,1198,355,296,0.9677,0.9878,0.0079,0.9961,0.8885,0.9009,0.804,0.1443,0.9643,0.6254,0.00027373
phase2.txt,phase2_final,,20,100,1198,360,300,0.9683,0.9885,0.0076,0.9967,0.8888,0.9001,0.8049,0.1526,0.9693,0.6239,0.0002069
phase2.txt,phase2_final,,21,100,1198,361,301,0.9676,0.9892,0.0074,0.997,0.8895,0.9006,0.807,0.1266,0.9673,0.6297,0.0001473
phase2.txt,phase2_final,,22,100,1198,358,299,0.9681,0.9891,0.0074,0.9972,0.8904,0.8915,0.8094,0.1371,0.9679,0.6343,9.6396e-05
phase2.txt,phase2_final,,23,100,1198,362,302,0.9685,0.9896,0.0072,0.9972,0.8913,0.8976,0.8005,0.1458,0.9681,0.6156,5.5442e-05
phase2.txt,phase2_final,,24,100,1198,361,302,0.968,0.9896,0.0071,0.9971,0.8907,0.9006,0.8089,0.1436,0.9677,0.6334,2.5447e-05
phase2.txt,phase2_final,,25,100,1198,322,269,0.969,0.99,0.0071,0.9974,0.8921,0.8955,0.8079,0.1409,0.9657,0.6327,7.1497e-06
phase2.txt,phase2_final,,26,100,1198,310,259,0.9669,0.9846,0.0091,0.9939,0.8861,0.8923,0.7766,0.1503,0.9572,0.5722,0.001
phase2.txt,phase2_final,,27,100,1198,305,255,0.9668,0.9852,0.0089,0.9942,0.887,0.8723,0.7473,0.1894,0.9679,0.5039,0.00099846
phase2.txt,phase2_final,,28,100,1198,306,255,0.9672,0.9856,0.0086,0.9943,0.8879,0.8619,0.7786,0.1207,0.9623,0.5732,0.00099385
phase2.txt,phase2_final,,29,100,1198,305,255,0.9676,0.9862,0.0085,0.9947,0.8884,0.8863,0.7981,0.1418,0.9712,0.6084,0.0009862
phase2.txt,phase2_final,,30,100,1198,306,256,0.9681,0.9865,0.0083,0.9952,0.8895,0.8492,0.7663,0.1337,0.938,0.5629,0.00097555
phase2.txt,phase2_final,,31,100,1198,307,256,0.9673,0.9873,0.0081,0.9955,0.889,0.8582,0.8006,0.1275,0.9544,0.6253,0.00096198
phase2.txt,phase2_final,,32,100,1198,309,258,0.9679,0.9876,0.008,0.996,0.8881,0.8779,0.7758,0.1502,0.9375,0.584,0.00094556
phase2.txt,phase2_final,,33,100,1198,309,258,0.9683,0.9878,0.0078,0.9958,0.8891,0.8882,0.7754,0.1485,0.9561,0.5705,0.00092639
phase2.txt,phase2_final,,34,100,1198,313,261,0.968,0.9882,0.0078,0.996,0.8898,0.8742,0.7819,0.1528,0.9458,0.5914,0.0009046
phase2.txt,phase2_final,,35,100,1198,325,271,0.9685,0.9887,0.0075,0.996,0.8903,0.8427,0.7831,0.1095,0.8916,0.6373,0.00088032
phase2.txt,phase2_final,,36,100,1198,313,261,0.968,0.9892,0.0073,0.9964,0.8899,0.8583,0.7554,0.1289,0.9233,0.5492,0.0008537
phase2.txt,phase2_final,,37,100,1198,309,258,0.9677,0.9891,0.0075,0.9965,0.8891,0.882,0.7952,0.1503,0.961,0.6091,0.0008249
phase2.txt,phase2_final,,38,100,1198,310,259,0.9683,0.9897,0.0071,0.9968,0.8892,0.8643,0.7462,0.1593,0.9629,0.5044,0.0007941
phase2.txt,phase2_final,,39,100,1198,309,258,0.9686,0.9897,0.007,0.9968,0.8892,0.8773,0.785,0.1786,0.9533,0.5927,0.00076149
